#Class	OverStory	Rarc	Rmin	JAN-LAI	FEB-LAI	MAR-LAI	APR-LAI	MAY-LAI	JUN-LAI	JUL-LAI	AUG-LAI	SEP-LAI	OCT-LAI	NOV-LAI	DEC-LAI	JAN-ALB	FEB-ALB	MAR-ALB	APR-ALB	MAY-ALB	JUN-ALB	JUL-ALB	AUG-ALB	SEP-ALB	OCT-ALB	NOV-ALB	DEC-ALB	JAN-ROU	FEB-ROU	MAR-ROU	APR-ROU	MAY-ROU	JUN-ROU	JUL-ROU	AUG-ROU	SEP-ROU	OCT-TOU	NOV-ROU	DEC-ROU	JAN-DIS	FEB-DIS	MAR-DIS	APR-DIS	MAY-DIS	JUN-DIS	JUL-DIS	AUG-DIS	SEP-DIS	OCT-DIS	NOV-DIS	DEC-DIS	WIND_H	RGL	rad_atten	wind_atten	truck_ratio	COMMENT
1	1	60	250	3.4	3.4	3.5	3.7	4	4.4	4.4	4.3	4.2	3.7	3.5	3.4	0.16	0.36	0.36	0.36	0.062	0.1072952	0.1072952	0.1072952	0.1072952	0.1072952	0.36	0.36	1.112	1.103	1.088	1.082	1.076	1.068	1.073	1.079	1.082	1.088	1.103	1.112	13.76	13.8	13.86	13.88	13.9	13.93	13.91	13.89	13.88	13.86	13.8	13.76	50	30	0.5	0.5	0.2
2	1	60	250	3.4	3.4	3.5	3.7	4	4.4	4.4	4.3	4.2	3.7	3.5	3.4	0.16	0.36	0.36	0.36	0.076	0.1072952	0.1072952	0.1072952	0.1072952	0.1072952	0.36	0.36	2.653	2.653	2.653	2.653	2.653	2.653	2.653	2.653	2.653	2.653	2.653	2.653	27.37	27.37	27.37	27.37	27.37	27.37	27.37	27.37	27.37	27.37	27.37	27.37	50	30	0.5	0.5	0.2
3	1	60	150	1.68	1.52	1.68	2.9	4.9	5	5	4.6	3.44	3.04	2.16	2	0.16	0.36	0.36	0.36	0.062	0.1072952	0.1072952	0.1072952	0.1072952	0.1072952	0.36	0.36	1.112	1.103	1.088	1.082	1.076	1.068	1.073	1.079	1.082	1.088	1.103	1.112	13.76	13.8	13.86	13.88	13.9	13.93	13.91	13.89	13.88	13.86	13.8	13.76	50	30	0.5	0.5	0.2
4	1	60	150	1.68	1.52	1.68	2.9	4.9	5	5	4.6	3.44	3.04	2.16	2	0.16	0.36	0.36	0.36	0.092	0.1072952	0.1072952	0.1072952	0.1072952	0.1072952	0.36	0.36	0.52	0.52	0.666	0.91	1.031	1.044	1.042	1.037	1.036	0.917	0.666	0.52	13.66	13.66	14.62	15.7	16.33	16.62	16.66	16.6	16.41	15.73	14.62	13.66	50	30	0.5	0.5	0.2
5	1	60	200	1.68	1.52	1.68	2.9	4.9	5	5	4.6	3.44	3.04	2.16	2	0.16	0.36	0.36	0.36	0.069	0.1072952	0.1072952	0.1072952	0.1072952	0.1072952	0.36	0.36	0.816	0.8115	0.877	0.996	1.0535	1.056	1.0575	1.058	1.059	1.0025	0.8845	0.816	13.71	13.73	14.24	14.79	15.115	15.275	15.285	15.245	15.145	14.795	14.21	13.71	50	30	0.5	0.5	0.2
6	1	60	200	1.68	1.52	1.68	2.9	4.9	5	5	4.6	3.44	3.04	2.16	2	0.189352	0.36	0.36	0.36	0.075203	0.1072952	0.1072952	0.1072952	0.1072952	0.1072952	0.36	0.36	0.7602524	0.7551426	0.7772204	0.8250124	0.846955	0.8449668	0.8471342	0.8496604	0.8514252	0.8299022	0.7857734	0.7602744	10.75978	10.784568	11.021508	11.260816	11.409014	11.495542	11.49825	11.471618	11.415494	11.256806	10.987296	10.76176	50	30	0.5	0.5	0.2
7	1	40	125	2	2.25	2.95	3.85	3.75	3.5	3.55	3.2	3.3	2.85	2.6	2.2	0.28412	0.36	0.36	0.36	0.0907755	0.1072952	0.1072952	0.1072952	0.1072952	0.1072952	0.36	0.36	0.35090494	0.34920916	0.36891486	0.40567288	0.42336056	0.42338372	0.42328378	0.42485112	0.42631836	0.40881268	0.37218526	0.35096866	4.9960753	5.0096301	5.1736814	5.3473727	5.4631959	5.5392677	5.5581809	5.5436061	5.4831262	5.3586546	5.1646219	5.0018101	6	100	0.5	0.5	0.2
8	0	50	135	2	2.25	2.95	3.85	3.75	3.5	3.55	3.2	3.3	2.85	2.6	2.2	0.21908	0.189352	0.189352	0.189352	0.099079	0.075203	0.075203	0.075203	0.075203	0.075203	0.189352	0.189352	0.05641527	0.05645892	0.05557872	0.05430207	0.05425842	0.0539902	0.05361482	0.0572041	0.05892068	0.05821407	0.05709462	0.05645892	0.240654077	0.244582565	0.239817677	0.229184777	0.238351277	0.256615587	0.274816533	0.299158501	0.283995753	0.264179177	0.251798177	0.244582577	5	100	0.5	0.5	0.2
9	0	50	135	2	2.25	2.95	3.85	3.75	3.5	3.55	3.2	3.3	2.85	2.6	2.2	0.1919588	0.36	0.36	0.36	0.12129148	0.1072952	0.1072952	0.1072952	0.1072952	0.1072952	0.36	0.36	0.03699235	0.03699634	0.03528634	0.03272533	0.03272134	0.03270066	0.03268178	0.03907616	0.04149324	0.04032533	0.03823134	0.03699634	0.277559465	0.277918565	0.263812965	0.238307365	0.239145265	0.240943515	0.243318105	0.298518825	0.311662905	0.302251865	0.287087965	0.277918565	5	100	0.5	0.5	0.2
10	0	25	120	2	2.25	2.95	3.85	3.75	3.5	3.55	3.2	3.3	2.85	2.6	2.2	0.36	0.36	0.36	0.36	0.1072952	0.1072952	0.1072952	0.1072952	0.1072952	0.1072952	0.36	0.36	0.0777	0.0778	0.0778	0.0779	0.0778	0.0771	0.0759	0.07566	0.0778	0.0779	0.0778	0.0778	0.218	0.227	0.233	0.239	0.26	0.299	0.325	0.313	0.265	0.244	0.233	0.227	3	100	0.5	0.5	0.2
